"","date","1","2","3","4","5","ls"
"1",2000-01-31,-0.054663956725216,-0.0609139719994605,-0.0449323988165805,-0.0729576179064901,-0.0695789494518056,-0.0149149927265896
"2",2000-02-29,0.0206397161916054,-0.0996278323707104,-0.0695292331344847,-0.0759613975949053,-0.0613791907062044,-0.0820189068978098
"3",2000-03-31,0.0827691624983258,0.111302265029822,0.141130730111421,0.122708665193169,0.119133580625722,0.0363644181273967
"4",2000-04-30,0.0264078789609428,0.0179346229078764,-0.000922996182149914,0.0187412207368262,0.0194942805314119,-0.00691359842953095
"5",2000-05-31,0.0025053526000452,0.0181703872232507,0.017780444668146,0.033158251274627,0.0441715728039384,0.0416662202038932
"6",2000-06-30,-0.0600216294096523,-0.0525416736749725,-0.0180850797304429,-0.0183736109416137,-0.00209423798660283,0.0579273914230495
"7",2000-07-31,0.00414777036367242,-0.0232156918838298,0.0228428807124147,0.0165891708478469,-0.00427524000704769,-0.00842301037072011
"8",2000-08-31,0.0649648670558236,0.0469885146688026,0.0691916544887203,0.0617755257674021,0.0699888168892357,0.00502394983341216
"9",2000-09-30,-0.0659598854495349,-0.0125156353927723,-0.0205609256510887,0.0278455419164082,0.015908209466157,0.0818680949156919
"10",2000-10-31,0.0391916260813122,0.0133148942086673,0.0482102772279177,0.0315275483615236,0.0233245829865926,-0.0158670430947195
"11",2000-11-30,-0.0479904891733356,-0.0202179795880688,-0.0323476417228449,0.00231631924029124,-0.0340615765389079,0.0139289126344277
"12",2000-12-31,0.0929035482211522,0.0491540798639807,0.0586267320788465,0.0725701705581741,0.0740757691077306,-0.0188277791134216
"13",2001-01-31,0.123188469761226,0.0524051854707068,0.0378121973973555,-0.0141679923966503,-0.00182320676051461,-0.12501167652174
"14",2001-02-28,-0.029088031409214,-0.0181937663262943,0.00799741247621706,-0.0267419646246524,-0.0580593895887708,-0.0289713581795568
"15",2001-03-31,-0.0591836719380808,-0.049278922420278,-0.0310426601029646,-0.030072491834842,-0.018122564436856,0.0410611075012248
"16",2001-04-30,0.0874779508740176,0.0681217523126662,0.0690387678922071,0.0357794471960397,0.0562551973226975,-0.03122275355132
"17",2001-05-31,0.0167913547746138,0.0219356792189087,0.0183932850797899,0.0395345808590005,0.0325340950519695,0.0157427402773557
"18",2001-06-30,-0.0216367425562083,-0.0168545792126679,-0.0311936641155626,-0.0181701511755819,0.00928366967799285,0.0309204122342011
"19",2001-07-31,0.00473447230033345,0.00200075158900291,0.0109227607578922,0.0232787162262516,-0.0171939715952318,-0.0219284438955652
"20",2001-08-31,-0.0575828231118906,-0.0178351898866822,-0.0222244843106955,-0.0345771579815893,-0.036321458745677,0.0212613643662136
"21",2001-09-30,-0.151042526139645,-0.0827650051899962,-0.0846145273498672,-0.0950266786267439,-0.121193063176739,0.0298494629629063
"22",2001-10-31,0.0599756060408346,0.00602398738353453,0.00514837718919464,0.0219466366651408,0.0121301099587279,-0.0478454960821067
"23",2001-11-30,0.126673758169636,0.0752987897256389,0.0731147188425088,0.0876901080129755,0.115052715674392,-0.0116210424952442
"24",2001-12-31,0.0243546982470434,0.0359340525792504,0.0159454338059732,0.0272598704614211,0.0390100825491409,0.0146553843020975
"25",2002-01-31,0.00165924825116144,-0.00527998191537335,0.0133930905205489,0.0131925848383409,0.00981220905963754,0.00815296080847611
"26",2002-02-28,-0.0418640037969454,0.0155104857565882,0.00802760074366234,0.0149746488095843,0.0192485800849681,0.0611125838819135
"27",2002-03-31,0.0890232804453263,0.0595337144710356,0.0476581182549125,0.0477320720448915,0.0393281496565382,-0.0496951307887881
"28",2002-04-30,-0.0924029446323403,-0.0548623184324242,-0.00394313252181748,0.000411112396977822,-0.00817992114898515,0.0842230234833551
"29",2002-05-31,-0.0162880087056645,-0.00357075442734641,-0.00391037579247494,-0.00283327538163576,0.0110516557586379,0.0273396644643024
"30",2002-06-30,-0.129278050700668,-0.0903153785817267,-0.0356920719359665,-0.0387500322947744,-0.0546425110472608,0.0746355396534075
"31",2002-07-31,-0.120128731037696,-0.111557335959515,-0.0915951197599306,-0.0825485088892329,-0.0961419339822252,0.0239867970554705
"32",2002-08-31,0.0357158938049673,0.00889944579729313,0.00511263478606279,0.0134620003260767,0.0174618340598396,-0.0182540597451277
"33",2002-09-30,-0.171878294716589,-0.117007140049569,-0.101711714785779,-0.0854871625292905,-0.0868183202589155,0.0850599744576737
"34",2002-10-31,0.152712881108274,0.0613582889207556,0.0253479150536506,0.0412752095822103,0.0307198384823867,-0.121993042625888
"35",2002-11-30,0.222752361882572,0.0990196597878821,0.0744667666440364,0.0577456081990022,0.0491660436491657,-0.173586318233407
"36",2002-12-31,-0.091637973790057,-0.047218255136977,-0.0353602614974079,-0.0301640237077663,-0.035189039975357,0.0564489338147
"37",2003-01-31,-0.0158899213306651,-0.0365231266634244,-0.0269240547275375,-0.0369169289053123,-0.02664248693114,-0.0107525656004749
"38",2003-02-28,-0.0240269510905786,-0.03532639960548,-0.0281781455816095,-0.0100225542988571,-0.0240725637229,-4.56126323214595e-05
"39",2003-03-31,0.00506865916540849,0.00614497561291061,0.0141193885040604,-0.00160464225123953,-0.00558955290797734,-0.0106582120733858
"40",2003-04-30,0.163447263315376,0.103690898728773,0.0812101319812739,0.0712203852254552,0.0975638887526967,-0.0658833745626794
"41",2003-05-31,0.140119504434818,0.0826275562072491,0.0827516696171654,0.0770545560077242,0.0934100389365595,-0.046709465498258
"42",2003-06-30,-0.000503257457699902,0.00349846487604555,0.00783255972215201,0.00695908970267672,0.00776611727367085,0.00826937473137075
