"","date","mean"
"145",2009-12-31,0.0482242058329334
"146",2010-01-31,-0.0309549022717401
"147",2010-02-28,0.0432785220302758
"148",2010-03-31,0.0710138266475988
"149",2010-04-30,0.0280488501688065
"150",2010-05-31,-0.0734858053121716
"151",2010-06-30,-0.0618391562468605
"152",2010-07-31,0.0733811400369741
"153",2010-08-31,-0.0482864766860439
"154",2010-09-30,0.104307350368355
"155",2010-10-31,0.0359456501743698
"156",2010-11-30,0.00820528374315472
"157",2010-12-31,0.0721344171441742
"158",2011-01-31,0.0220192996275355
"159",2011-02-28,0.0411089955452189
"160",2011-03-31,0.00900674254947807
"161",2011-04-30,0.0316255251982075
"162",2011-05-31,-0.00557883113267598
"163",2011-06-30,-0.0190976502338308
"164",2011-07-31,-0.0354482829018962
"165",2011-08-31,-0.0634720036789368
"166",2011-09-30,-0.090694325321645
"167",2011-10-31,0.134449885230337
"168",2011-11-30,-0.0063769845876377
"169",2011-12-31,0.00115092214348259
"170",2012-01-31,0.0565842787008733
"171",2012-02-29,0.0419654153676799
"172",2012-03-31,0.023131023191876
"173",2012-04-30,-0.00780367616034345
"174",2012-05-31,-0.0705158386700787
"175",2012-06-30,0.03829646282873
"176",2012-07-31,0.00286609116964974
"177",2012-08-31,0.0307900217189454
"178",2012-09-30,0.0240088281514181
"179",2012-10-31,-0.007839397554053
"180",2012-11-30,0.0136400573156014
"181",2012-12-31,0.024486393653031
"182",2013-01-31,0.0652995846814301
"183",2013-02-28,0.01198607226694
"184",2013-03-31,0.0429248781406786
"185",2013-04-30,0.015737064362911
"186",2013-05-31,0.0283935878929333
"187",2013-06-30,-0.0104954028015054
"188",2013-07-31,0.0550549866328947
"189",2013-08-31,-0.0278290394094074
"190",2013-09-30,0.0404023186836857
"191",2013-10-31,0.0428278895457042
"192",2013-11-30,0.0237387838930008
"193",2013-12-31,0.029694777975732
"194",2014-01-31,-0.0297354164086282
"195",2014-02-28,0.0539176957525051
"196",2014-03-31,0.00724649619514821
"197",2014-04-30,0.00346706341742956
"198",2014-05-31,0.0231654256146109
"199",2014-06-30,0.0283128741476592
"200",2014-07-31,-0.0225241014926135
"201",2014-08-31,0.0427800419527637
"202",2014-09-30,-0.0252968431134314
"203",2014-10-31,0.0298744636647716
"204",2014-11-30,0.0242462783673429
"205",2014-12-31,0.00346940807092286
"206",2015-01-31,-0.0280785983075229
"207",2015-02-28,0.0586237654634204
"208",2015-03-31,-0.00845870832583669
"209",2015-04-30,0.0039479419966117
"210",2015-05-31,0.00875617167571817
"211",2015-06-30,-0.0218802129457615
"212",2015-07-31,0.00934829154347285
"213",2015-08-31,-0.0536870548396211
"214",2015-09-30,-0.0335933395839783
"215",2015-10-31,0.0736338768097904
"216",2015-11-30,0.00287487312709935
"217",2015-12-31,-0.0252830086769141
"218",2016-01-31,-0.0559633096645051
"219",2016-02-29,0.0118323659253725
"220",2016-03-31,0.0810250877636593
"221",2016-04-30,0.0128644060000847
"222",2016-05-31,0.0144803551296874
"223",2016-06-30,-0.000108178308473376
"224",2016-07-31,0.0433708287871617
"225",2016-08-31,0.00224890343889267
"226",2016-09-30,0.000624633389153391
"227",2016-10-31,-0.0241082871601141
"228",2016-11-30,0.0516134407662897
"229",2016-12-31,0.0107875558628648
"230",2017-01-31,0.0210497748997411
"231",2017-02-28,0.0316204467906339
"232",2017-03-31,0.000182678424586119
"233",2017-04-30,0.00685823391709479
"234",2017-05-31,0.00447079605698968
"235",2017-06-30,0.0130509103356174
"236",2017-07-31,0.0157815085291473
"237",2017-08-31,-0.0103233660511917
"238",2017-09-30,0.0293068492124353
"239",2017-10-31,0.0103643232047106
"240",2017-11-30,0.0387857893408082
"241",2017-12-31,0.013075579593758
"242",2018-01-31,0.0447071837868753
"243",2018-02-28,-0.0433548745201292
"244",2018-03-31,-0.00857531673882657
"245",2018-04-30,0.00388425178658724
"246",2018-05-31,0.0155638561851177
"247",2018-06-30,0.0112188148857423
"248",2018-07-31,0.0322950756778401
"249",2018-08-31,0.0200032511766076
"250",2018-09-30,0.00159658040484819
"251",2018-10-31,-0.0712389881985428
"252",2018-11-30,0.0272938693859177
"253",2018-12-31,-0.100312984616975
"254",2019-01-31,0.101018482260521
"255",2019-02-28,0.0366912918280445
"256",2019-03-31,0.00909522241057821
"257",2019-04-30,0.0364824744986571
"258",2019-05-31,-0.0684505331870944
"259",2019-06-30,0.0754757435902455
"260",2019-07-31,0.0088390762139242
"261",2019-08-31,-0.0312482971451672
"262",2019-09-30,0.0335279467357449
"263",2019-10-31,0.0131614435724926
"264",2019-11-30,0.0345176909941866
"265",2019-12-31,0.0287630682761434
