"","variables","alpha","MKT","HML","SMB","RMW","CMA","F5MOM","ADJ.R2"
"1","estimate",0.00208144039039518,1.12170061321598,0.0422943404444282,0.204737850480532,0.165536622310775,0.124302313420145,"","0.934378547141397"
"2","stderr",0.000849261198838765,0.0222551361310832,0.0314362810384302,0.0368798200923614,0.039501493982091,0.0526961482789731,"",""
"3","tstat",2.45088365421761,50.4018760707255,1.34539898001052,5.55148723523566,4.19064206497672,2.35885007689915,"",""
