"","variables","X1","X2","X3","X4","X5","ls"
"1","mean",0.00872742731027162,0.00911683788549036,0.00965432462881145,0.010358270665823,0.0088247638723809,9.73365621092806e-05
"2","std dev",0.0645869106605145,0.0498926673149776,0.0429361015133998,0.0420743008994941,0.0456047880822411,0.0370561111149957
"3","tstat",2.09337652364799,2.83082570652439,3.48341253055754,3.8139585377851,2.99776974736154,0.0406931944754205
"4","ann sr",0,0,0,0,0,0
