"","variables","alpha","MKT","HML","SMB","RMW","CMA","adj.R2"
"1","estimate",0.00197515399566142,-0.378872410084981,0.254505802813868,-0.312709773430872,0.287968036099264,0.180815686100306,"0.203657828086618"
"2","std err",0.00270288508205529,0.0710455907364452,0.0996842621353465,0.11715049844944,0.127064415348105,0.169578367043447,""
"3","t-stat",0.730757666603973,-5.33280680979159,2.55311919215806,-2.66929955544177,2.26631535910623,1.06626622990172,""
