"","variables","X1","X2","X3","X4","X5","ls"
"1","mean",0.00775423313844192,0.0110590709978056,0.0103581059939819,0.00944268024844065,0.00951533173452452,0.00176109859608261
"2","std dev",0.0686976393588224,0.0500477744529061,0.0409982809051237,0.0404328117789224,0.0468489400562315,0.0441466111186697
"3","tstat",1.74500224916788,3.41611770962265,3.90583285737392,3.61044131345724,3.13995276323793,0.616716049109146
"4","ann sr",0,0,0,0,0,0
