"","variables","alpha","MKT","HML","SMB","RMW","CMA","F5MOM","ADJ.R2"
"1","estimate",0.00214586832710062,1.07775210255971,0.0629213976066622,0.191625691505488,0.227162028774353,0.0824200043556967,-0.141051787567805,"0.942660215569558"
"2","stderr",0.000793939644144291,0.022097294755696,0.0295930338379546,0.0345457632500125,0.0383742417054534,0.0497678756886155,0.02391156168518,""
"3","tstat",2.7028103999183,48.7730337344527,2.12622328454754,5.54700992184385,5.91964866740469,1.65608845495791,-5.89889482857269,""
