"","variables","alpha","MKT","HML","SMB","RMW","CMA","adj.R2"
"1","estimate",0.000456767956056383,-0.311577126487319,0.146237474319979,-0.0929598922575937,0.436899152617639,-0.296928594714299,"0.2658405493531"
"2","std err",0.00217035371835535,0.0568747489237068,0.0803378860782902,0.0942492778183891,0.100949171423172,0.134669147155971,""
"3","t-stat",0.210457840209803,-5.47830333115451,1.82028033669531,-0.986319411770136,4.32791222016265,-2.20487469465001,""
